person74	hasAge	v1
person22	hasAgeLessThan	person54
person22	hasAgeLessThan	person91
person22	hasAgeLessThan	person82
person22	hasAgeLessThan	person69
person22	hasAgeLessThan	person19
person22	hasAgeLessThan	person79
person22	hasAgeLessThan	person21
person22	hasAgeLessThan	person63
person22	hasAgeLessThan	person68
person22	hasAgeLessThan	person18
person22	hasAgeLessThan	person77
person22	hasAgeLessThan	person3
person22	hasAgeLessThan	person51
person22	hasAgeLessThan	person27
person22	hasAgeLessThan	person10
person22	hasAgeLessThan	person1
person22	hasAgeLessThan	person97
person22	hasAgeLessThan	person2
person22	hasAgeLessThan	person75
person22	hasAgeLessThan	person23
person22	hasAgeLessThan	person41
person22	hasAgeLessThan	person42
person22	hasAgeLessThan	person59
person22	hasAgeLessThan	person55
person22	hasAgeLessThan	person56
person22	hasAgeLessThan	person83
person22	hasAgeLessThan	person30
person22	hasAgeLessThan	person26
person22	hasAgeLessThan	person32
person22	hasAgeLessThan	person50
person22	hasAgeLessThan	person81
person22	hasAgeLessThan	person72
person22	hasAgeLessThan	person11
person22	hasAgeLessThan	person17
person22	hasAgeLessThan	person9
person22	hasAgeLessThan	person0
person22	hasAgeLessThan	person40
person22	hasAgeLessThan	person89
person22	hasAgeLessThan	person70
person22	hasAgeLessThan	person94
person22	hasAgeLessThan	person73
person22	hasAgeLessThan	person95
person22	hasAgeLessThan	person35
person84	hasAgeLessThan	person62
person84	hasAgeLessThan	person88
person84	hasAgeLessThan	person44
person84	hasAgeLessThan	person7
person84	hasAgeLessThan	person90
person84	hasAgeLessThan	person15
person84	hasAgeLessThan	person5
person84	hasAgeLessThan	person6
person84	hasAgeLessThan	person76
person84	hasAgeLessThan	person86
person84	hasAgeLessThan	person45
person84	hasAgeLessThan	person66
person84	hasAgeLessThan	person92
person84	hasAgeLessThan	person93
person84	hasAgeLessThan	person28
person84	hasAgeLessThan	person54
person84	hasAgeLessThan	person91
person84	hasAgeLessThan	person82
person84	hasAgeLessThan	person69
person84	hasAgeLessThan	person19
person84	hasAgeLessThan	person79
person84	hasAgeLessThan	person21
person84	hasAgeLessThan	person63
person84	hasAgeLessThan	person68
person84	hasAgeLessThan	person18
person84	hasAgeLessThan	person77
person84	hasAgeLessThan	person3
person84	hasAgeLessThan	person51
person84	hasAgeLessThan	person27
person84	hasAgeLessThan	person10
person84	hasAgeLessThan	person1
person84	hasAgeLessThan	person97
person84	hasAgeLessThan	person2
person84	hasAgeLessThan	person75
person84	hasAgeLessThan	person23
person84	hasAgeLessThan	person41
person84	hasAgeLessThan	person42
person84	hasAgeLessThan	person59
person84	hasAgeLessThan	person55
person84	hasAgeLessThan	person56
person84	hasAgeLessThan	person83
person84	hasAgeLessThan	person30
person84	hasAgeLessThan	person26
person84	hasAgeLessThan	person32
person84	hasAgeLessThan	person50
person84	hasAgeLessThan	person81
person84	hasAgeLessThan	person72
person84	hasAgeLessThan	person11
person84	hasAgeLessThan	person17
person84	hasAgeLessThan	person9
person84	hasAgeLessThan	person0
person84	hasAgeLessThan	person40
person84	hasAgeLessThan	person89
person84	hasAgeLessThan	person70
person84	hasAgeLessThan	person94
person84	hasAgeLessThan	person73
person84	hasAgeLessThan	person95
person84	hasAgeLessThan	person35
person62	hasAgeLessThan	person44
person62	hasAgeLessThan	person7
person62	hasAgeLessThan	person90
person62	hasAgeLessThan	person15
person62	hasAgeLessThan	person5
person62	hasAgeLessThan	person6
person62	hasAgeLessThan	person76
person62	hasAgeLessThan	person86
person62	hasAgeLessThan	person45
person62	hasAgeLessThan	person66
person62	hasAgeLessThan	person92
person62	hasAgeLessThan	person93
person62	hasAgeLessThan	person28
person62	hasAgeLessThan	person54
person62	hasAgeLessThan	person91
person62	hasAgeLessThan	person82
person62	hasAgeLessThan	person69
person62	hasAgeLessThan	person19
person62	hasAgeLessThan	person79
person62	hasAgeLessThan	person21
person62	hasAgeLessThan	person63
person62	hasAgeLessThan	person68
person62	hasAgeLessThan	person18
person62	hasAgeLessThan	person77
person62	hasAgeLessThan	person3
person62	hasAgeLessThan	person51
person62	hasAgeLessThan	person27
person62	hasAgeLessThan	person10
person62	hasAgeLessThan	person1
person62	hasAgeLessThan	person97
person62	hasAgeLessThan	person2
person62	hasAgeLessThan	person75
person62	hasAgeLessThan	person23
person62	hasAgeLessThan	person41
person62	hasAgeLessThan	person42
person62	hasAgeLessThan	person59
person62	hasAgeLessThan	person55
person62	hasAgeLessThan	person56
person62	hasAgeLessThan	person83
person62	hasAgeLessThan	person30
person62	hasAgeLessThan	person26
person62	hasAgeLessThan	person32
person62	hasAgeLessThan	person50
person62	hasAgeLessThan	person81
person62	hasAgeLessThan	person72
person62	hasAgeLessThan	person11
person62	hasAgeLessThan	person17
person62	hasAgeLessThan	person9
person62	hasAgeLessThan	person0
person62	hasAgeLessThan	person40
person62	hasAgeLessThan	person89
person62	hasAgeLessThan	person70
person62	hasAgeLessThan	person94
person62	hasAgeLessThan	person73
person62	hasAgeLessThan	person95
person62	hasAgeLessThan	person35
person88	hasAgeLessThan	person44
person88	hasAgeLessThan	person7
person88	hasAgeLessThan	person90
person88	hasAgeLessThan	person15
person88	hasAgeLessThan	person5
person88	hasAgeLessThan	person6
person88	hasAgeLessThan	person76
person88	hasAgeLessThan	person86
person88	hasAgeLessThan	person45
person88	hasAgeLessThan	person66
person88	hasAgeLessThan	person92
person88	hasAgeLessThan	person93
person88	hasAgeLessThan	person28
person88	hasAgeLessThan	person54
person88	hasAgeLessThan	person91
person88	hasAgeLessThan	person82
person88	hasAgeLessThan	person69
person88	hasAgeLessThan	person19
person88	hasAgeLessThan	person79
person88	hasAgeLessThan	person21
person88	hasAgeLessThan	person63
person88	hasAgeLessThan	person68
person88	hasAgeLessThan	person18
person88	hasAgeLessThan	person77
person88	hasAgeLessThan	person3
person88	hasAgeLessThan	person51
person88	hasAgeLessThan	person27
person88	hasAgeLessThan	person10
person88	hasAgeLessThan	person1
person88	hasAgeLessThan	person97
person88	hasAgeLessThan	person2
person88	hasAgeLessThan	person75
person88	hasAgeLessThan	person23
person88	hasAgeLessThan	person41
person88	hasAgeLessThan	person42
person88	hasAgeLessThan	person59
person88	hasAgeLessThan	person55
person88	hasAgeLessThan	person56
person88	hasAgeLessThan	person83
person88	hasAgeLessThan	person30
person88	hasAgeLessThan	person26
person88	hasAgeLessThan	person32
person88	hasAgeLessThan	person50
person88	hasAgeLessThan	person81
person88	hasAgeLessThan	person72
person88	hasAgeLessThan	person11
person88	hasAgeLessThan	person17
person88	hasAgeLessThan	person9
person88	hasAgeLessThan	person0
person88	hasAgeLessThan	person40
person88	hasAgeLessThan	person89
person88	hasAgeLessThan	person70
person88	hasAgeLessThan	person94
person88	hasAgeLessThan	person73
person88	hasAgeLessThan	person95
person88	hasAgeLessThan	person35
person44	hasAgeLessThan	person7
person44	hasAgeLessThan	person90
person44	hasAgeLessThan	person15
person44	hasAgeLessThan	person5
person44	hasAgeLessThan	person6
person44	hasAgeLessThan	person76
person44	hasAgeLessThan	person86
person44	hasAgeLessThan	person45
person44	hasAgeLessThan	person66
person44	hasAgeLessThan	person92
person44	hasAgeLessThan	person93
person44	hasAgeLessThan	person28
person44	hasAgeLessThan	person54
person44	hasAgeLessThan	person91
person44	hasAgeLessThan	person82
person44	hasAgeLessThan	person69
person44	hasAgeLessThan	person19
person44	hasAgeLessThan	person79
person44	hasAgeLessThan	person21
person44	hasAgeLessThan	person63
person44	hasAgeLessThan	person68
person44	hasAgeLessThan	person18
person44	hasAgeLessThan	person77
person44	hasAgeLessThan	person3
person44	hasAgeLessThan	person51
person44	hasAgeLessThan	person27
person44	hasAgeLessThan	person10
person44	hasAgeLessThan	person1
person44	hasAgeLessThan	person97
person44	hasAgeLessThan	person2
person44	hasAgeLessThan	person75
person44	hasAgeLessThan	person23
person44	hasAgeLessThan	person41
person44	hasAgeLessThan	person42
person44	hasAgeLessThan	person59
person44	hasAgeLessThan	person55
person44	hasAgeLessThan	person56
person44	hasAgeLessThan	person83
person44	hasAgeLessThan	person30
person44	hasAgeLessThan	person26
person44	hasAgeLessThan	person32
person44	hasAgeLessThan	person50
person44	hasAgeLessThan	person81
person44	hasAgeLessThan	person72
person44	hasAgeLessThan	person11
person44	hasAgeLessThan	person17
person44	hasAgeLessThan	person9
person44	hasAgeLessThan	person0
person44	hasAgeLessThan	person40
person44	hasAgeLessThan	person89
person44	hasAgeLessThan	person70
person44	hasAgeLessThan	person94
person44	hasAgeLessThan	person73
person44	hasAgeLessThan	person95
person44	hasAgeLessThan	person35
person7	hasAgeLessThan	person15
person7	hasAgeLessThan	person5
person7	hasAgeLessThan	person6
person7	hasAgeLessThan	person76
person7	hasAgeLessThan	person86
person7	hasAgeLessThan	person45
person7	hasAgeLessThan	person66
person7	hasAgeLessThan	person92
person7	hasAgeLessThan	person93
person7	hasAgeLessThan	person28
person7	hasAgeLessThan	person54
person7	hasAgeLessThan	person91
person7	hasAgeLessThan	person82
person7	hasAgeLessThan	person69
person7	hasAgeLessThan	person19
person7	hasAgeLessThan	person79
person7	hasAgeLessThan	person21
person7	hasAgeLessThan	person63
person7	hasAgeLessThan	person68
person7	hasAgeLessThan	person18
person7	hasAgeLessThan	person77
person7	hasAgeLessThan	person3
person7	hasAgeLessThan	person51
person7	hasAgeLessThan	person27
person7	hasAgeLessThan	person10
person7	hasAgeLessThan	person1
person7	hasAgeLessThan	person97
person7	hasAgeLessThan	person2
person7	hasAgeLessThan	person75
person7	hasAgeLessThan	person23
person7	hasAgeLessThan	person41
person7	hasAgeLessThan	person42
person7	hasAgeLessThan	person59
person7	hasAgeLessThan	person55
person7	hasAgeLessThan	person56
person7	hasAgeLessThan	person83
person7	hasAgeLessThan	person30
person7	hasAgeLessThan	person26
person7	hasAgeLessThan	person32
person7	hasAgeLessThan	person50
person7	hasAgeLessThan	person81
person7	hasAgeLessThan	person72
person7	hasAgeLessThan	person11
person7	hasAgeLessThan	person17
person7	hasAgeLessThan	person9
person7	hasAgeLessThan	person0
person7	hasAgeLessThan	person40
person7	hasAgeLessThan	person89
person7	hasAgeLessThan	person70
person7	hasAgeLessThan	person94
person7	hasAgeLessThan	person73
person7	hasAgeLessThan	person95
person7	hasAgeLessThan	person35
person90	hasAgeLessThan	person15
person90	hasAgeLessThan	person5
person90	hasAgeLessThan	person6
person90	hasAgeLessThan	person76
person90	hasAgeLessThan	person86
person90	hasAgeLessThan	person45
person90	hasAgeLessThan	person66
person90	hasAgeLessThan	person92
person90	hasAgeLessThan	person93
person90	hasAgeLessThan	person28
person90	hasAgeLessThan	person54
person90	hasAgeLessThan	person91
person90	hasAgeLessThan	person82
person90	hasAgeLessThan	person69
person90	hasAgeLessThan	person19
person90	hasAgeLessThan	person79
person90	hasAgeLessThan	person21
person90	hasAgeLessThan	person63
person90	hasAgeLessThan	person68
person90	hasAgeLessThan	person18
person90	hasAgeLessThan	person77
person90	hasAgeLessThan	person3
person90	hasAgeLessThan	person51
person90	hasAgeLessThan	person27
person90	hasAgeLessThan	person10
person90	hasAgeLessThan	person1
person90	hasAgeLessThan	person97
person90	hasAgeLessThan	person2
person90	hasAgeLessThan	person75
person90	hasAgeLessThan	person23
person90	hasAgeLessThan	person41
person90	hasAgeLessThan	person42
person90	hasAgeLessThan	person59
person90	hasAgeLessThan	person55
person90	hasAgeLessThan	person56
person90	hasAgeLessThan	person83
person90	hasAgeLessThan	person30
person90	hasAgeLessThan	person26
person90	hasAgeLessThan	person32
person90	hasAgeLessThan	person50
person90	hasAgeLessThan	person81
person90	hasAgeLessThan	person72
person90	hasAgeLessThan	person11
person90	hasAgeLessThan	person17
person90	hasAgeLessThan	person9
person90	hasAgeLessThan	person0
person90	hasAgeLessThan	person40
person90	hasAgeLessThan	person89
person90	hasAgeLessThan	person70
person90	hasAgeLessThan	person94
person90	hasAgeLessThan	person73
person90	hasAgeLessThan	person95
person90	hasAgeLessThan	person35
person15	hasAgeLessThan	person5
person15	hasAgeLessThan	person6
person15	hasAgeLessThan	person76
person15	hasAgeLessThan	person86
person15	hasAgeLessThan	person45
person15	hasAgeLessThan	person66
person15	hasAgeLessThan	person92
person15	hasAgeLessThan	person93
person15	hasAgeLessThan	person28
person15	hasAgeLessThan	person54
person15	hasAgeLessThan	person91
person15	hasAgeLessThan	person82
person15	hasAgeLessThan	person69
person15	hasAgeLessThan	person19
person15	hasAgeLessThan	person79
person15	hasAgeLessThan	person21
person15	hasAgeLessThan	person63
person15	hasAgeLessThan	person68
person15	hasAgeLessThan	person18
person15	hasAgeLessThan	person77
person15	hasAgeLessThan	person3
person15	hasAgeLessThan	person51
person15	hasAgeLessThan	person27
person15	hasAgeLessThan	person10
person15	hasAgeLessThan	person1
person15	hasAgeLessThan	person97
person15	hasAgeLessThan	person2
person15	hasAgeLessThan	person75
person15	hasAgeLessThan	person23
person15	hasAgeLessThan	person41
person15	hasAgeLessThan	person42
person15	hasAgeLessThan	person59
person15	hasAgeLessThan	person55
person15	hasAgeLessThan	person56
person15	hasAgeLessThan	person83
person15	hasAgeLessThan	person30
person15	hasAgeLessThan	person26
person15	hasAgeLessThan	person32
person15	hasAgeLessThan	person50
person15	hasAgeLessThan	person81
person15	hasAgeLessThan	person72
person15	hasAgeLessThan	person11
person15	hasAgeLessThan	person17
person15	hasAgeLessThan	person9
person15	hasAgeLessThan	person0
person15	hasAgeLessThan	person40
person15	hasAgeLessThan	person89
person15	hasAgeLessThan	person70
person15	hasAgeLessThan	person94
person15	hasAgeLessThan	person73
person15	hasAgeLessThan	person95
person15	hasAgeLessThan	person35
person5	hasAgeLessThan	person45
person5	hasAgeLessThan	person66
person5	hasAgeLessThan	person92
person5	hasAgeLessThan	person93
person5	hasAgeLessThan	person28
person5	hasAgeLessThan	person54
person5	hasAgeLessThan	person91
person5	hasAgeLessThan	person82
person5	hasAgeLessThan	person69
person5	hasAgeLessThan	person19
person5	hasAgeLessThan	person79
person5	hasAgeLessThan	person21
person5	hasAgeLessThan	person63
person5	hasAgeLessThan	person68
person5	hasAgeLessThan	person18
person5	hasAgeLessThan	person77
person5	hasAgeLessThan	person3
person5	hasAgeLessThan	person51
person5	hasAgeLessThan	person27
person5	hasAgeLessThan	person10
person5	hasAgeLessThan	person1
person5	hasAgeLessThan	person97
person5	hasAgeLessThan	person2
person5	hasAgeLessThan	person75
person5	hasAgeLessThan	person23
person5	hasAgeLessThan	person41
person5	hasAgeLessThan	person42
person5	hasAgeLessThan	person59
person5	hasAgeLessThan	person55
person5	hasAgeLessThan	person56
person5	hasAgeLessThan	person83
person5	hasAgeLessThan	person30
person5	hasAgeLessThan	person26
person5	hasAgeLessThan	person32
person5	hasAgeLessThan	person50
person5	hasAgeLessThan	person81
person5	hasAgeLessThan	person72
person5	hasAgeLessThan	person11
person5	hasAgeLessThan	person17
person5	hasAgeLessThan	person9
person5	hasAgeLessThan	person0
person5	hasAgeLessThan	person40
person5	hasAgeLessThan	person89
person5	hasAgeLessThan	person70
person5	hasAgeLessThan	person94
person5	hasAgeLessThan	person73
person5	hasAgeLessThan	person95
person5	hasAgeLessThan	person35
person6	hasAgeLessThan	person45
person6	hasAgeLessThan	person66
person6	hasAgeLessThan	person92
person6	hasAgeLessThan	person93
person6	hasAgeLessThan	person28
person6	hasAgeLessThan	person54
person6	hasAgeLessThan	person91
person6	hasAgeLessThan	person82
person6	hasAgeLessThan	person69
person6	hasAgeLessThan	person19
person6	hasAgeLessThan	person79
person6	hasAgeLessThan	person21
person6	hasAgeLessThan	person63
person6	hasAgeLessThan	person68
person6	hasAgeLessThan	person18
person6	hasAgeLessThan	person77
person6	hasAgeLessThan	person3
person6	hasAgeLessThan	person51
person6	hasAgeLessThan	person27
person6	hasAgeLessThan	person10
person6	hasAgeLessThan	person1
person6	hasAgeLessThan	person97
person6	hasAgeLessThan	person2
person6	hasAgeLessThan	person75
person6	hasAgeLessThan	person23
person6	hasAgeLessThan	person41
person6	hasAgeLessThan	person42
person6	hasAgeLessThan	person59
person6	hasAgeLessThan	person55
person6	hasAgeLessThan	person56
person6	hasAgeLessThan	person83
person6	hasAgeLessThan	person30
person6	hasAgeLessThan	person26
person6	hasAgeLessThan	person32
person6	hasAgeLessThan	person50
person6	hasAgeLessThan	person81
person6	hasAgeLessThan	person72
person6	hasAgeLessThan	person11
person6	hasAgeLessThan	person17
person6	hasAgeLessThan	person9
person6	hasAgeLessThan	person0
person6	hasAgeLessThan	person40
person6	hasAgeLessThan	person89
person6	hasAgeLessThan	person70
person6	hasAgeLessThan	person94
person6	hasAgeLessThan	person73
person6	hasAgeLessThan	person95
person6	hasAgeLessThan	person35
person76	hasAgeLessThan	person45
person76	hasAgeLessThan	person66
person76	hasAgeLessThan	person92
person76	hasAgeLessThan	person93
person76	hasAgeLessThan	person28
person76	hasAgeLessThan	person54
person76	hasAgeLessThan	person91
person76	hasAgeLessThan	person82
person76	hasAgeLessThan	person69
person76	hasAgeLessThan	person19
person76	hasAgeLessThan	person79
person76	hasAgeLessThan	person21
person76	hasAgeLessThan	person63
person76	hasAgeLessThan	person68
person76	hasAgeLessThan	person18
person76	hasAgeLessThan	person77
person76	hasAgeLessThan	person3
person76	hasAgeLessThan	person51
person76	hasAgeLessThan	person27
person76	hasAgeLessThan	person10
person76	hasAgeLessThan	person1
person76	hasAgeLessThan	person97
person76	hasAgeLessThan	person2
person76	hasAgeLessThan	person75
person76	hasAgeLessThan	person23
person76	hasAgeLessThan	person41
person76	hasAgeLessThan	person42
person76	hasAgeLessThan	person59
person76	hasAgeLessThan	person55
person76	hasAgeLessThan	person56
person76	hasAgeLessThan	person83
person76	hasAgeLessThan	person30
person76	hasAgeLessThan	person26
person76	hasAgeLessThan	person32
person76	hasAgeLessThan	person50
person76	hasAgeLessThan	person81
person76	hasAgeLessThan	person72
person76	hasAgeLessThan	person11
person76	hasAgeLessThan	person17
person76	hasAgeLessThan	person9
person76	hasAgeLessThan	person0
person76	hasAgeLessThan	person40
person76	hasAgeLessThan	person89
person76	hasAgeLessThan	person70
person76	hasAgeLessThan	person94
person76	hasAgeLessThan	person73
person76	hasAgeLessThan	person95
person76	hasAgeLessThan	person35
person86	hasAgeLessThan	person45
person86	hasAgeLessThan	person66
person86	hasAgeLessThan	person92
person86	hasAgeLessThan	person93
person86	hasAgeLessThan	person28
person86	hasAgeLessThan	person54
person86	hasAgeLessThan	person91
person86	hasAgeLessThan	person82
person86	hasAgeLessThan	person69
person86	hasAgeLessThan	person19
person86	hasAgeLessThan	person79
person86	hasAgeLessThan	person21
person86	hasAgeLessThan	person63
person86	hasAgeLessThan	person68
person86	hasAgeLessThan	person18
person86	hasAgeLessThan	person77
person86	hasAgeLessThan	person3
person86	hasAgeLessThan	person51
person86	hasAgeLessThan	person27
person86	hasAgeLessThan	person10
person86	hasAgeLessThan	person1
person86	hasAgeLessThan	person97
person86	hasAgeLessThan	person2
person86	hasAgeLessThan	person75
person86	hasAgeLessThan	person23
person86	hasAgeLessThan	person41
person86	hasAgeLessThan	person42
person86	hasAgeLessThan	person59
person86	hasAgeLessThan	person55
person86	hasAgeLessThan	person56
person86	hasAgeLessThan	person83
person86	hasAgeLessThan	person30
person86	hasAgeLessThan	person26
person86	hasAgeLessThan	person32
person86	hasAgeLessThan	person50
person86	hasAgeLessThan	person81
person86	hasAgeLessThan	person72
person86	hasAgeLessThan	person11
person86	hasAgeLessThan	person17
person86	hasAgeLessThan	person9
person86	hasAgeLessThan	person0
person86	hasAgeLessThan	person40
person86	hasAgeLessThan	person89
person86	hasAgeLessThan	person70
person86	hasAgeLessThan	person94
person86	hasAgeLessThan	person73
person86	hasAgeLessThan	person95
person86	hasAgeLessThan	person35
person45	hasAgeLessThan	person93
person45	hasAgeLessThan	person28
person45	hasAgeLessThan	person54
person45	hasAgeLessThan	person91
person45	hasAgeLessThan	person82
person45	hasAgeLessThan	person69
person45	hasAgeLessThan	person19
person45	hasAgeLessThan	person79
person45	hasAgeLessThan	person21
person45	hasAgeLessThan	person63
person45	hasAgeLessThan	person68
person45	hasAgeLessThan	person18
person45	hasAgeLessThan	person77
person45	hasAgeLessThan	person3
person45	hasAgeLessThan	person51
person45	hasAgeLessThan	person27
person45	hasAgeLessThan	person10
person45	hasAgeLessThan	person1
person45	hasAgeLessThan	person97
person45	hasAgeLessThan	person2
person45	hasAgeLessThan	person75
person45	hasAgeLessThan	person23
person45	hasAgeLessThan	person41
person45	hasAgeLessThan	person42
person45	hasAgeLessThan	person59
person45	hasAgeLessThan	person55
person45	hasAgeLessThan	person56
person45	hasAgeLessThan	person83
person45	hasAgeLessThan	person30
person45	hasAgeLessThan	person26
person45	hasAgeLessThan	person32
person45	hasAgeLessThan	person50
person45	hasAgeLessThan	person81
person45	hasAgeLessThan	person72
person45	hasAgeLessThan	person11
person45	hasAgeLessThan	person17
person45	hasAgeLessThan	person9
person45	hasAgeLessThan	person0
person45	hasAgeLessThan	person40
person45	hasAgeLessThan	person89
person45	hasAgeLessThan	person70
person45	hasAgeLessThan	person94
person45	hasAgeLessThan	person73
person45	hasAgeLessThan	person95
person45	hasAgeLessThan	person35
person66	hasAgeLessThan	person93
person66	hasAgeLessThan	person28
person66	hasAgeLessThan	person54
person66	hasAgeLessThan	person91
person66	hasAgeLessThan	person82
person66	hasAgeLessThan	person69
person66	hasAgeLessThan	person19
person66	hasAgeLessThan	person79
person66	hasAgeLessThan	person21
person66	hasAgeLessThan	person63
person66	hasAgeLessThan	person68
person66	hasAgeLessThan	person18
person66	hasAgeLessThan	person77
person66	hasAgeLessThan	person3
person66	hasAgeLessThan	person51
person66	hasAgeLessThan	person27
person66	hasAgeLessThan	person10
person66	hasAgeLessThan	person1
person66	hasAgeLessThan	person97
person66	hasAgeLessThan	person2
person66	hasAgeLessThan	person75
person66	hasAgeLessThan	person23
person66	hasAgeLessThan	person41
person66	hasAgeLessThan	person42
person66	hasAgeLessThan	person59
person66	hasAgeLessThan	person55
person66	hasAgeLessThan	person56
person66	hasAgeLessThan	person83
person66	hasAgeLessThan	person30
person66	hasAgeLessThan	person26
person66	hasAgeLessThan	person32
person66	hasAgeLessThan	person50
person66	hasAgeLessThan	person81
person66	hasAgeLessThan	person72
person66	hasAgeLessThan	person11
person66	hasAgeLessThan	person17
person66	hasAgeLessThan	person9
person66	hasAgeLessThan	person0
person66	hasAgeLessThan	person40
person66	hasAgeLessThan	person89
person66	hasAgeLessThan	person70
person66	hasAgeLessThan	person94
person66	hasAgeLessThan	person73
person66	hasAgeLessThan	person95
person66	hasAgeLessThan	person35
person92	hasAgeLessThan	person93
person92	hasAgeLessThan	person28
person92	hasAgeLessThan	person54
person92	hasAgeLessThan	person91
person92	hasAgeLessThan	person82
person92	hasAgeLessThan	person69
person92	hasAgeLessThan	person19
person92	hasAgeLessThan	person79
person92	hasAgeLessThan	person21
person92	hasAgeLessThan	person63
person92	hasAgeLessThan	person68
person92	hasAgeLessThan	person18
person92	hasAgeLessThan	person77
person92	hasAgeLessThan	person3
person92	hasAgeLessThan	person51
person92	hasAgeLessThan	person27
person92	hasAgeLessThan	person10
person92	hasAgeLessThan	person1
person92	hasAgeLessThan	person97
person92	hasAgeLessThan	person2
person92	hasAgeLessThan	person75
person92	hasAgeLessThan	person23
person92	hasAgeLessThan	person41
person92	hasAgeLessThan	person42
person92	hasAgeLessThan	person59
person92	hasAgeLessThan	person55
person92	hasAgeLessThan	person56
person92	hasAgeLessThan	person83
person92	hasAgeLessThan	person30
person92	hasAgeLessThan	person26
person92	hasAgeLessThan	person32
person92	hasAgeLessThan	person50
person92	hasAgeLessThan	person81
person92	hasAgeLessThan	person72
person92	hasAgeLessThan	person11
person92	hasAgeLessThan	person17
person92	hasAgeLessThan	person9
person92	hasAgeLessThan	person0
person92	hasAgeLessThan	person40
person92	hasAgeLessThan	person89
person92	hasAgeLessThan	person70
person92	hasAgeLessThan	person94
person92	hasAgeLessThan	person73
person92	hasAgeLessThan	person95
person92	hasAgeLessThan	person35
person93	hasAgeLessThan	person28
person93	hasAgeLessThan	person54
person93	hasAgeLessThan	person91
person93	hasAgeLessThan	person82
person93	hasAgeLessThan	person69
person93	hasAgeLessThan	person19
person93	hasAgeLessThan	person79
person93	hasAgeLessThan	person21
person93	hasAgeLessThan	person63
person93	hasAgeLessThan	person68
person93	hasAgeLessThan	person18
person93	hasAgeLessThan	person77
person93	hasAgeLessThan	person3
person93	hasAgeLessThan	person51
person93	hasAgeLessThan	person27
person93	hasAgeLessThan	person10
person93	hasAgeLessThan	person1
person93	hasAgeLessThan	person97
person93	hasAgeLessThan	person2
person93	hasAgeLessThan	person75
person93	hasAgeLessThan	person23
person93	hasAgeLessThan	person41
person93	hasAgeLessThan	person42
person93	hasAgeLessThan	person59
person93	hasAgeLessThan	person55
person93	hasAgeLessThan	person56
person93	hasAgeLessThan	person83
person93	hasAgeLessThan	person30
person93	hasAgeLessThan	person26
person93	hasAgeLessThan	person32
person93	hasAgeLessThan	person50
person93	hasAgeLessThan	person81
person93	hasAgeLessThan	person72
person93	hasAgeLessThan	person11
person93	hasAgeLessThan	person17
person93	hasAgeLessThan	person9
person93	hasAgeLessThan	person0
person93	hasAgeLessThan	person40
person93	hasAgeLessThan	person89
person93	hasAgeLessThan	person70
person93	hasAgeLessThan	person94
person93	hasAgeLessThan	person73
person93	hasAgeLessThan	person95
person93	hasAgeLessThan	person35
person28	hasAgeLessThan	person91
person28	hasAgeLessThan	person82
person28	hasAgeLessThan	person69
person28	hasAgeLessThan	person19
person28	hasAgeLessThan	person79
person28	hasAgeLessThan	person21
person28	hasAgeLessThan	person63
person28	hasAgeLessThan	person68
person28	hasAgeLessThan	person18
person28	hasAgeLessThan	person77
person28	hasAgeLessThan	person3
person28	hasAgeLessThan	person51
person28	hasAgeLessThan	person27
person28	hasAgeLessThan	person10
person28	hasAgeLessThan	person1
person28	hasAgeLessThan	person97
person28	hasAgeLessThan	person2
person28	hasAgeLessThan	person75
person28	hasAgeLessThan	person23
person28	hasAgeLessThan	person41
person28	hasAgeLessThan	person42
person28	hasAgeLessThan	person59
person28	hasAgeLessThan	person55
person28	hasAgeLessThan	person56
person28	hasAgeLessThan	person83
person28	hasAgeLessThan	person30
person28	hasAgeLessThan	person26
person28	hasAgeLessThan	person32
person28	hasAgeLessThan	person50
person28	hasAgeLessThan	person81
person28	hasAgeLessThan	person72
person28	hasAgeLessThan	person11
person28	hasAgeLessThan	person17
person28	hasAgeLessThan	person9
person28	hasAgeLessThan	person0
person28	hasAgeLessThan	person40
person28	hasAgeLessThan	person89
person28	hasAgeLessThan	person70
person28	hasAgeLessThan	person94
person28	hasAgeLessThan	person73
person28	hasAgeLessThan	person95
person28	hasAgeLessThan	person35
person54	hasAgeLessThan	person91
person54	hasAgeLessThan	person82
person54	hasAgeLessThan	person69
person54	hasAgeLessThan	person19
person54	hasAgeLessThan	person79
person54	hasAgeLessThan	person21
person54	hasAgeLessThan	person63
person54	hasAgeLessThan	person68
person54	hasAgeLessThan	person18
person54	hasAgeLessThan	person77
person54	hasAgeLessThan	person3
person54	hasAgeLessThan	person51
person54	hasAgeLessThan	person27
person54	hasAgeLessThan	person10
person54	hasAgeLessThan	person1
person54	hasAgeLessThan	person97
person54	hasAgeLessThan	person2
person54	hasAgeLessThan	person75
person54	hasAgeLessThan	person23
person54	hasAgeLessThan	person41
person54	hasAgeLessThan	person42
person54	hasAgeLessThan	person59
person54	hasAgeLessThan	person55
person54	hasAgeLessThan	person56
person54	hasAgeLessThan	person83
person54	hasAgeLessThan	person30
person54	hasAgeLessThan	person26
person54	hasAgeLessThan	person32
person54	hasAgeLessThan	person50
person54	hasAgeLessThan	person81
person54	hasAgeLessThan	person72
person54	hasAgeLessThan	person11
person54	hasAgeLessThan	person17
person54	hasAgeLessThan	person9
person54	hasAgeLessThan	person0
